UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
605,"LOBE, RIGHT",4157864,Entire lobe of right lung,Spec Anatomic Site,Body Structure,SNOMED
606,"LOBE, LEFT",4165784,Entire lobe of left lung,Spec Anatomic Site,Body Structure,SNOMED
