UNOS_ID,UNOS_Source_Concept,OMOP_Concept_ID,OMOP_Concept_Name,OMOP_Domain,OMOP_Concept_Class,OMOP_Vocabulary
1,Right Lobe,4168794,Structure of right lobe of liver,Spec Anatomic Site,Body Structure,SNOMED
2,Left Lobe,4320619,Structure of left lobe of liver,Spec Anatomic Site,Body Structure,SNOMED
